"","score","text"
"386",0,"#Biblical_Alert: Constellation Maya-Curse (Is. 28:11); vs. 40yr Angel-#Abortion-Curse (@Stryber2017). 21//24-12-12: #ChurchShelter."
"387",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"388",-1,"RT @StevenErtelt: Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"389",-1,"RT @StevenErtelt: Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"390",1,"MT @rhrealitycheck: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/xOJpES90"
"391",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"392",-1,"RT @StevenErtelt: Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"393",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"394",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"395",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"396",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"397",0,"What did early church fathers think about abortion and infanticide?: http://t.co/NqSiTv8T #abortion #christianity #Bible #theology #ethics"
"398",0,"RT @rhrealitycheck: BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"399",-1,"RT @StevenErtelt: Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"400",-1,"RT @StevenErtelt: Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"401",-1,"Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/yFhzLn4h #abortion #prolife #tcot"
"402",-1,"Dominos Pizza Founder Sues Obama Admin Over HHS Mandate http://t.co/VSrBchcT #abortion #prolife #tcot"
"403",1,"RT @rhrealitycheck @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/tUnASwv6"
"404",0,"BREAKING: @GovernorPerry says #TX Legislature Will Work Out Punishment for Women Seeking Later #Abortion. http://t.co/jrzG7fwS"
"405",0,"What does Sandy Hook have to do with abortion? http://t.co/paHJOWJi http://t.co/FRQzd7RP #abortion #ctshooting #prolife #sandyhook"
"406",0,"RT @MIKKI_NM: UN calls for universal access to #abortion &amp; contraception for teens. With #rhbill #filipinos will comply. #NOTORHBILL 
http://t.co/NiCGTVJQ"
"407",1,"Fair play to @Labour &amp; @Finegaeltoday for capturing mood of Irish re: #newtown shootings,bringing in laws to kill children quicker #abortion"
"408",2,"RT @rhrealitycheck: #Abortion access improves society. The proliferation of guns simply leads to more violence. http://t.co/vOEqUuib #guncontrol"
"409",-1,"If the truth be told, mass murder in this country begins every Monday at 7 a.m. #abortion"
"410",0,"#abortion versus #gayrights http://t.co/DcBmW66E"
"411",-1,"I've sat in the ER w/ women who suffered abortion complications. I know what #abortion is about! #tcot #prolife"
"412",-1,"BUNCH OF JACKASSES #Liberals #Democrats #Hillary #Obama #AllAboutHim #FastandFurious #abortion #Divide #fiscalcliff #GunControl Misery"
"413",0,"RT @alvedaking: Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"414",-1,"RT @ShelbyKnox: RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"415",-1,"RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/uUYZgYOu"
"416",1,"RT @rhrealitycheck: #Guncontrol works, but restricting #abortion does not seem to reduce the abortion rate. http://t.co/1OKv0G6H #prochoice #fem2"
"417",0,"""Not all bans are created equal."" @AmandaMarcotte on why #abortion and #gunregulation are two different animals | http://t.co/6den3ULL"
"418",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"419",-1,"RT @ShelbyKnox: RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"420",1,"#Guncontrol works, but restricting #abortion does not seem to reduce the abortion rate. http://t.co/1OKv0G6H #prochoice #fem2"
"421",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"422",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"423",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"424",-1,"RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/nJaxkYry"
"425",0,"MT @ShelbyKnox: RT @jljacobson Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/SIdL2S2X"
"426",-1,"RT @ShelbyKnox: RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"427",-2,"abortion
tcot
Do u know every 3 days, more blacks r killed by #abortion than have been killed by the KKK in its entire history #tcot"
"428",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"429",2,"RT @rcsprouljr: If we don’t get (caring for our children) right, we don’t get anything right. That’s how...we'll be judged-BHO #abortion"
"430",0,"Pray for #Michigan to take a big step forward in protecting human life! http://t.co/u436Mrui #prolife #abortion"
"431",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"432",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"433",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"434",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"435",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"436",-1,"MT @jljacobson BREAKING: Perry Says Leg Will Determine Punishment 4 Women Seeking Later #Abortion http://t.co/E3JHk9Qq #prochoice #fem2 #TX"
"437",-1,"RT @rhrealitycheck: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"438",-2,"Obama Hasn’t Shed Any Tears Over Pre-Natal Murders http://t.co/qJGJGfhz OR THE INNOCENTS KILLED BY HIS DRONES! #nobama #Breitbart #abortion"
"439",0,"Texas Gov #RickPerry says banning #abortion completely is his goal. #JACPAC #reprorights #choice http://t.co/MBl8sPIT"
"440",-1,"RT @ShelbyKnox: RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"441",2,"If Daddy-in-Chief is SO compassionate for our babies, where is the tearful press conference after every partial birth #abortion he supports?"
"442",-1,"BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/Mh39S7Ss #fem2 #wmn #HCR #Texas"
"443",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"444",-1,"RT @ShelbyKnox: RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"445",-1,"RT @jljacobson BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/hWWihZYf  #texas"
"446",-1,"ThinkProgress: #Huckabee Blames ‘Tax-Funded #Abortion Pills’ For #Newtown Massacre -- http://t.co/RwggQr5x"
"447",-1,"RT @jljacobson: BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"448",-1,"BREAKING: Rick Perry Says Legislature Will Determine Punishment 4 Women Seeking Later #Abortion: http://t.co/fOuo5pNY  #p2 #prochoice #tlot"
"449",-1,"this morning I am thurolly disgusted with Libs. selfish hypocrits!.life is only important when its thiers #Assistedsuiciide #Abortion #NRA"
"450",0,"RT @alvedaking: Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"451",0,"Obama Hasn’t Shed Any Tears Over Pre-Natal Murders: http://t.co/3SOT3mB2 #tcot #abortion"
"452",0,"#Prenatal Testing: A Double-Edged Sword Leading to #Abortion [then #Genocide] http://t.co/tUL2dvwH #Life #Prolife #ObamaCare #Medical #HHS"
"453",1,"Am I right in believing the Irish minister for children would allow violence to unborn children via #abortion? Be #prolife"
"454",2,"RT @EdForChoice: Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"455",0,"#guncontrol #abortion #fiscalcliff #economy and #annehathewaysvagina, there, now I'm a part of every news conversation."
"456",2,"RT @rhrealitycheck: #Abortion access improves society. The proliferation of guns simply leads to more violence. http://t.co/vOEqUuib #guncontrol"
"457",-5,"It's a federal offense to harass a marine mammal - but you can kill babies with impunity? What kind of shit is that? #hypocrisy #abortion"
"458",2,"RT @rhrealitycheck: #Abortion access improves society.The proliferation of guns simply leads 2 more violencehttp://t.co/vOEqUuib #guncontrol"
"459",-1,"#Abortion kills. Be #proLife"
"460",0,"Let's ban assault weapons + #ABORTION  b/c life is special and the need to preserve that life trumps other individual liberty. #Newtown"
"461",-1,"Plan parent hood kills more babies every year then guns do #guncontrol #abortion doesn't make sense to me!"
"462",2,"RT @rhrealitycheck: #Abortion access improves society. The proliferation of guns simply leads to more violence. http://t.co/vOEqUuib #guncontrol"
"463",2,"#Abortion access improves society. The proliferation of guns simply leads to more violence. http://t.co/vOEqUuib #guncontrol"
"464",1,"""Mr.@$%&amp; I'm pregnant ""....well you need to take care of that #abortion #inappropriateteacher #shititellmystudents #kidshavingkids"
"465",0,"RT @notabortion: Pro-Life Action League Goes Christmas Caroling at Chicago-Area Abortion Facilities http://t.co/z99NunOH #abortion #prolife"
"466",2,"RT @EdForChoice: Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"467",-2,"RT @Witynfun: Hearing about #gun control...what about #laws concerning #abortion #alcohol #automobiles #drugs #abuse #hunger knives...all #destroy life"
"468",0,"RT @trutherbot: #Abortion http://t.co/K31Y6mvt"
"469",0,"Pro-Life Action League Goes Christmas Caroling at Chicago-Area Abortion Facilities http://t.co/z99NunOH #abortion #prolife"
"470",0,"Pro-Life Action League Goes Christmas Caroling at Chicago-Area Abortion Facilities http://t.co/g3MYIXLL #abortion"
"471",2,"RT @EdForChoice: Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"472",-2,"Hearing about #gun control...what about #laws concerning #abortion #alcohol #automobiles #drugs #abuse #hunger knives...all #destroy life"
"473",0,"Michigan’s lame ducks move further to the right on #abortion #guns and #voterID HIP HIP Hurrahs http://t.co/cOI0HTfF"
"474",0,"@piersmorgan @DanWilsonTweets Read http://t.co/SA59oBuO and http://t.co/YYagglIX  Also: 100 mil children murdered by #abortion #RoevWade"
"475",1,"- #2012TaughtMe my mom and dad like my sisters more than me #abortion"
"476",0,"#FearWeekend. 21//24-12-12. #Biblical_Warning: Maya-Curse (Is. 28:11); meets 40yr #Abortion-Curse (@Stryber2017.) #ChurchShelter"
"477",2,"Obama asks, “Can we honestly say that we’re doing enough to keep our children - all of them - safe from harm?” No. #Abortion is still legal."
"478",-1,"HEY: Democrats you want total #guncontrol America want your killing by #abortion to stop now, chew on that#p1#p2#wisdom"
"479",-2,"abortion
tcot
Do u know every 3 days, more blacks r killed by #abortion than have been killed by the KKK in its entire history #tcot"
"480",-1,"Anyone report #msm that is. That over 3000 baby's were killed yesterday. It's called pro-choice. More will happen today. #Abortion"
"481",-1,"One of the most frightening things happening in #Texas http://t.co/a59zTgda #abortion"
"482",-1,"I believe GOV. should ban #Abortion that is the main #killer in America,it has stripped our #soul as a nation#GOD#morals#evil#lnyhbt"
"483",0,"Straight timeline from Roev.Wade to rising violence against children: http://t.co/frUGQNT3 #ideashaveconsequences #newtown #abortion"
"484",2,"RT @EdForChoice: Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"485",2,"Abortion Arguments Defeated http://t.co/2Kg7YH15 #America #Women #Rights #Protection #Abortion #Politics #Laws"
"486",0,"RT @LilaGraceRose: Our goal for 2013 is to turn up the heat on the #abortion industry and save all the lives we can. Will you help us? http://t.co/1f8ggTv4"
"487",-1,"RT @SluttySlutSlut: Colin Powell Urges #Congress 2 Pass #Abortion Amendment 4 #Military #Rape Victims
#ReproRights #Prochoice #fem2 http://t.co/bqgD6a7W"
"488",-3,"We don't put children to death for the sins of their parents. Even in the case of rape, #abortion is murder! #prolife"
"489",2,"RT @EdForChoice: Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"490",0,"46 states mandate #abortion reporting. How exactly does this lead to ""severe"" underreporting? http://t.co/9DVT94sk #prochoice is #prolife"
"491",-1,"RT @Robinsbodybyvi: @catwahler @westjournalism also outlaw #abortion teach the #sanctityoflife #chooselife #prayinschool #homeschool #2ndAmendment"
"492",0,"#pro-life #Prolife group sings #Christmas carols at #abortion clinics  http://t.co/iR6dV69D"
"493",-1,"@piersmorgan I'll give up my gun when the state outlaws the #regulated #murder of children, #abortion."
"494",0,"RT @alvedaking: Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"495",0,"RT @LilaGraceRose: Our goal for 2013 is to turn up the heat on the #abortion industry and save all the lives we can. Will you help us? http://t.co/1f8ggTv4"
"496",-1,"Doctors have consciences too! Some object to #abortion restrictions. http://t.co/2bLM7smk #M408 #Savita #cdnpoli #prochoice = #prolife #tcot"
"497",0,"RT @alvedaking: Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"498",-1,"http://t.co/9vzcQefl Libs want to subvert the constitution to get their way. #abortion is ok tho cause its just kids that die..Oh wait #tcot"
"499",0,"RT @LilaGraceRose: Our goal for 2013 is to turn up the heat on the #abortion industry and save all the lives we can. Will you help us? http://t.co/1f8ggTv4"
"500",0,"RT @alvedaking: Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"501",-1,"RT @SluttySlutSlut: Colin Powell Urges #Congress 2 Pass #Abortion Amendment 4 #Military #Rape Victims
#ReproRights #Prochoice #fem2 http://t.co/bqgD6a7W"
"502",0,"Our goal for 2013 is to turn up the heat on the #abortion industry and save all the lives we can. Will you help us? http://t.co/1f8ggTv4"
"503",-1,"Colin Powell Urges #Congress 2 Pass #Abortion Amendment 4 #Military #Rape Victims
#ReproRights #Prochoice #fem2 http://t.co/bqgD6a7W"
"504",0,"Join our #Facebook Cause #Pray to End #Abortion http://t.co/PniDDeKb"
"505",-1,"RT @rhrealitycheck: #Guncontrol is good. #Abortion restrictions are ineffective violations of #humanrights. No contradiction. http://t.co/J4VaGI8h"
"506",-3,"Former Gov. Mike Huckabee has decided to attack #abortion in the midst of a national tragedy. Shameful. http://t.co/q7GBz8OV"
"507",-1,"When will liberals be outraged about the millions of innocent BABIES murdered via abortion? #tcot #noagenda #abortion #ctshooting"
"508",-1,"can't fathom the articles/blogs connecting newtown tragedy &amp; #abortion - both anti &amp; pro... so i'm gonna paint my nails at my desk. #igiveup"
"509",0,"RT @Ziggy_Daddy: The #left needs to approach #guns and #guncontrol like the #right attacks #abortion: death by a thousand cuts. #Maddow #p2"
"510",0,"@Streetglidin09 @megaholt @fakedansavage shame the Prez did not encourage our youth to value life (#abortion) only demand change (#rights)"
"511",2,"Please can anti-choicers stop using It's a Wonderful Life as an argument against safe, legal #abortion? #HappyChristmas"
"512",-1,"#Guncontrol is good. #Abortion restrictions are ineffective violations of #humanrights. No contradiction. http://t.co/J4VaGI8h"
"513",-1,"RT @rhrealitycheck: Time to Stop Restricting #Abortion and Start Restricting Assault Weapons. http://t.co/2y3yOkNa #guncontrol #SandyHook #Newtown"
"514",-3,"Seeing ppl compare the #Newtown shooting to #abortion pisses me off. Cant u just mourn for their loss instead of comparing it to bullshit?!"
"515",-2,"RT @FillTheChair: Take away #guns, and evil people will find many ways to do great evil. No guns involved in #abortion, and it is 100% evil."
"516",-3,"#Huckabee = IDIOT. Blames #abortion for #Newtown massacre. http://t.co/z872zTcQ True blame lies wth ppl who think like him."
"517",0,"RT @Ziggy_Daddy: The #left needs to approach #guns and #guncontrol like the #right attacks #abortion: death by a thousand cuts. #Maddow #p2"
"518",0,"ProlifeAmerica: #ABORTION + #CHRISTMAS = #ABORNAMENTS ?!?! http://t.co/vk9E0cL0 http://t.co/s9VtLYqQ http://t.co/lcVKxDEy"
"519",0,"#PlannedParenthood asks court to halt enforcement of medication-induced #abortion law... http://t.co/65rYPj7I"
"520",-1,"RHTP's @morgmeneshets voted4 her daughter &amp;2 stop denying #abortion coverage. RT <U+200F>@amprog VIDEO:What women voted4 in 12 http://t.co/GyZS4T3e"
"521",-1,"New @PlannedParenthood lawsuit: Albuquerque woman req. emergency surgery for a perf. bowel after #abortion. http://t.co/OruvQZd2"
"522",0,"RT @OnlineForLife: RETWEET this message if you're praying that @OnlineForLife is able to save 500 babies from #abortion before 2013! #prolife #tcot"
"523",0,"If unborn life has no value, then 5-yr-old life has no value. (I rather believe the opposite.) #ideashaveconsequences #newtown #abortion"
"524",0,"""@RightWingWatch: James Dobson says #SandyHook shooting was God's judgment for #abortion rights, gay marriage http://t.co/xUZkZlNb"" WTF?"
"525",0,"RT @kevinhuguley: And the second you want to push back &amp; debate when life begins, I DARE you to google some images of #abortion.

I dare you."
"526",0,"The #left needs to approach #guns and #guncontrol like the #right attacks #abortion: death by a thousand cuts. #Maddow #p2"
"527",0,"RT @OnlineForLife: RETWEET this message if you're praying that @OnlineForLife is able to save 500 babies from #abortion before 2013! #prolife #tcot"
"528",0,"MY HEART STOPPED when the police asked me this question. . . http://t.co/O5suLTv0 via #constantcontact #prolife #abortion #tcot"
"529",0,"RETWEET this message if you're praying that @OnlineForLife is able to save 500 babies from #abortion before 2013! #prolife #tcot"
"530",-2,"abortion
tcot
Do u know every 3 days, more blacks r killed by #abortion than have been killed by the KKK in its entire history #tcot"
"531",0,"RT @ABCandX: Irish doctors and med students in yesterday's @Independent_ie: We'd rather give up medicine than perform an #abortion
http://t.co/7tStH4qN"
"532",-1,"Michigan senate passes harsh anti-choice bill http://t.co/UE3nSGzp #abortion #women #rights"
"533",0,"#Abortion #clinic #Mississippi Corrections &amp;amp; Amplifications - http://t.co/udzybQQa http://t.co/NqKmzKp1  #hithotus"
"534",0,"#Michigan legislature's debate on handling #baby #abortion remains http://t.co/FTnnMEPH #ChooseLife #TCOT #TLOT #CCOT #Christian"
"535",-2,"Life is expendable, not sacred. This is what kids are taught by 3000 babies murdered each day thru #abortion. No bounderies = rampant evil"
"536",0,"RT @kevinhuguley: And the second you want to push back &amp; debate when life begins, I DARE you to google some images of #abortion.

I dare you."
"537",-4,"Do proaborts hold the same position on rape? If you don't believe in rape, don't rape? #Abortion kills baby girls! #tcot"
"538",-2,"This Recent school killing is just horrible but more ppl are killed thru abortion than guns JS..http://t.co/ApH8VhN7
#NRA #FREEDOM #abortion"
"539",0,"RT @CovenantTab: Is Your County One of the Most ProLife Counties in Florida? http://t.co/xDefYJeh #Abortion #ProLife #tcot"
"540",0,"#ABORTION + #CHRISTMAS = #ABORNAMENTS ?!?! http://t.co/BURQK4ZK"
"541",-1,"#NoWayNRA MT""@OTOOLEFAN: MT @thinkprogress: #Huckabee blames tax-funded #abortion 4 #Newtown Massacre #NotTheOnion http://t.co/tGUmW60s"""
"542",0,"RT @ABCandX: Irish doctors and med students in yesterday's @Independent_ie: We'd rather give up medicine than perform an #abortion
http://t.co/7tStH4qN"
"543",0,"RT @ApostleCarina: ####USFBANTICHRISTBARAKOBAMA  #PlannedParenthood is the largest #abortion provider in America http://t.co/dRJ8OZrj stop funding the abortion"
"544",1,"#abortion #prolife
RT @toddstarnes: The President said we are not doing enough to keep children (cont) http://t.co/R0VVMAqy"
"545",1,"Wonder if #socialworkers involved, MT: @heatherr_parker Lower unintended pregnancy &amp; #abortion rates in IA with #BC
http://t.co/YPdUh9NH"
"546",-1,"#IN elected an anti-choice majority, but that doesn't mean they want politicians to outlaw #abortion. http://t.co/X2vAtOGf"
"547",0,"RT @ABCandX: Irish doctors and med students in yesterday's @Independent_ie: We'd rather give up medicine than perform an #abortion
http://t.co/7tStH4qN"
"548",-1,"Only in a blinded society do we grieve 20 innocent children slain but 3,000+ are murdered everyday legally in the name of ""choice"" #abortion"
"549",0,"RT @drmikemurdock: #SandyHook ~
#abortion ~

Someone Who Murders Children..Is Evil.
Has A Mental Disorder.
Right..?
I totally agree.
#drMM"
"550",-1,"@JPC_TX  i.e. Thousands KILLED each day!!!  Where's the tears? #Abortion #GunControlDoesNotWork #WheresTheTears?"
"551",0,"Is Your County One of the Most ProLife Counties in Florida? http://t.co/xDefYJeh #Abortion #ProLife #tcot"
"552",0,"RT @mary_o_regan: Group of medics defend Irish medical guidelines and say they would rather give up medicine than perform an #abortion. http://t.co/CiklMAZk"
"553",2,"Our facts debunking original media narrative about #Savita have been effective -800+ Facebook likes and 1300+ video views
#abortion #Ireland"
"554",-1,"RT @Robinsbodybyvi: @catwahler @westjournalism also outlaw #abortion teach the #sanctityoflife #chooselife #prayinschool #homeschool #2ndAmendment"
"555",-1,"Pastor Luke Robinson about the tragedy of #Abortion in New York City http://t.co/ugFrsGTR #NewYorkGenocide #ProLife"
"556",-1,"RT @rhrealitycheck: Time to Stop Restricting #Abortion and Start Restricting Assault Weapons. http://t.co/2y3yOkNa #guncontrol #SandyHook #Newtown"
"557",0,"RT @NatAbortionFed: #Michigan #Legislature adjourns after final #abortion fight  http://t.co/irpAgjnw #prochoice #reproights"
"558",2,"#Democrats #Obama support #Abortion of Babies <U+2717> yet THEY support #GunControl ie Oxymoron #CanSomeOneTellMe #tcot #ccot #tlot #brtt."
"559",0,"####USFBANTICHRISTBARAKOBAMA  #PlannedParenthood is the largest #abortion provider in America http://t.co/qHeOqObH stop funding the abortion"
"560",0,"####USFBANTICHRISTBARAKOBAMA  #PlannedParenthood is the largest #abortion provider in America http://t.co/dRJ8OZrj stop funding the abortion"
"561",-1,"RT @constitutionmd: Culprit: Society that Devalues Human #life 

http://t.co/xAJez0Q3

#baby #abortion #gunrights #children #Maryland #tcot #tlot"
"562",1,"RT @AndrewInAustin: I get it, @BarackObama , you're ok killing babies BEFORE they become beautiful children, right? #abortion #babykiller"
"563",0,"RT @NatAbortionFed: #Michigan #Legislature adjourns after final #abortion fight  http://t.co/irpAgjnw #prochoice #reproights"
"564",0,"RT @NatAbortionFed: #Michigan #Legislature adjourns after final #abortion fight  http://t.co/irpAgjnw #prochoice #reproights"
"565",1,"I get it, @BarackObama , you're ok killing babies BEFORE they become beautiful children, right? #abortion #babykiller"
"566",-1,"RT @constitutionmd: Culprit: Society that Devalues Human #life 

http://t.co/xAJez0Q3

#baby #abortion #gunrights #children #Maryland #tcot #tlot"
"567",0,"Irish doctors and med students in yesterday's @Independent_ie: We'd rather give up medicine than perform an #abortion
http://t.co/7tStH4qN"
"568",0,"RT @notabortion: What We Need: A God Fearing Nation http://t.co/UNwKyFCN #abortion #prolife"
"569",0,"RT @notabortion: What We Need: A God Fearing Nation http://t.co/UNwKyFCN #abortion #prolife"
"570",-2,"RT @notabortion: Chicago 1914: Fatal Abortion By Unknown Perp http://t.co/uLS2Wi8R #abortion #prolife"
"571",0,"RT @notabortion: Governor Rick Perry wants abortion 'to be a thing of the past” http://t.co/bqenriAd #abortion #prolife"
"572",-1,"@Dejame_Nacer  ""@StevenErtelt: Former #Abortion Worker: I Held Up Feet to Check the Dead Baby’s Age http://t.co/SO6XACyZ"" #aborto"
"573",0,"RT @nirhealth: RT @rhrealitycheck Majority of Voters in #Indiana Want #Abortion to Remain Legal. http://t.co/Dax071bN #IN #prochoice"
"574",0,"james rankin should have twitter #abortion"
"575",-2,"RT @shanevanderhart: RT @SBAList: Brand new report from @LozierInstitute details rampant weakness in national #abortion reporting procedures http://t.co/VevZVtaG"
"576",-2,"@clarasballin #Abortion 's legality has created a #culture in which killing born children is more acceptable than if abortion were illegal."
"577",0,"More of this to come? http://t.co/RKUqrUX0 @broadsheet_ie #nighthawks #abortion"
"578",0,"Studio #studio #blablablam #meow #mAccie #illuminati #porn #abortion #rape #greezemode #unplannedpregnancy # http://t.co/fa5ketkx"
"579",-1,"@MURS Those who promote #guncontrol also promote government funding the murder of babies #abortion"
"580",1,"Obama: ""Can we honestly say we’re doing enough to keep our children, all of them, safe from harm?"" http://t.co/86RZJ2gY #abortion"
"581",0,"RT @drmikemurdock: #SandyHook ~
#abortion ~

Someone Who Murders Children..Is Evil.
Has A Mental Disorder.
Right..?
I totally agree.
#drMM"
"582",0,"Abortion Isn't a Social Issue. Learn Why? http://t.co/2Kg7YH15 #America #Women #Rights #Protection #Abortion #Politics #Laws #Truth #Cagsil"
"583",-1,"4th in video series on #expertgroup report in #Ireland: Psychiatric Perspective: Maternal Suicide #Abortion
http://t.co/3WmECp31"
"584",0,"#FearWeekend 21//24-12-12 Between #Maya-Curse and #Abortion-Curse. NUMERI 21-12 EXODUS. Seek daily shelter in Church, look up to H. Offering"
"585",1,"RT @ProLifePolitics: VIDEO: New Short Film Will Change Hearts: I Like Adoption http://t.co/t6ek3SLn #prolife #abortion"
"586",1,"VIDEO: New Short Film Will Change Hearts: I Like Adoption http://t.co/t6ek3SLn #prolife #abortion"
"587",0,"RT @nirhealth: RT @rhrealitycheck Majority of Voters in #Indiana Want #Abortion to Remain Legal. http://t.co/Dax071bN #IN #prochoice"
"588",0,"3rd in video series on #expertgroup report in #Ireland: Medical Perspective: Two Patients #abortion
http://t.co/02LaNNnc"
"589",-3,"#newtown is horrible, but it is a greater shame that this country kills thousands of unborn babies a year and few seem to care. #abortion"
"590",0,"RT @rhrealitycheck Majority of Voters in #Indiana Want #Abortion to Remain Legal. http://t.co/Dax071bN #IN #prochoice"
